WYBÓR 	WYBÓRC 	WYBÓRD 	Identyfikator 	Indeks 	Asortyment 	Cena brutto 	jm 	Cena jednostki 	Cena opakowania 	PUSTY0 	Ident. 	S_Indeks 	S_Identyfikator 	S_Asortyment 	S_Cena brutto 	PUSTY1 
2837	3.012810000000084	12.06310999999761	 JOA.ARGAN KR.DZIEÑ/NOC KULA 50ML	5901761910193	KOSMETYKI	9,99	szt			=	17453	5901761910193	JOA.ARGAN KR.DZIEÑ/NOC KULA 50ML	KOSMETYKI	9,99	
2838	3.012820000000084	12.06311999999761	 JOA.ARGAN ELIKSIR D/W£OSÓW 17ML	5901761909203	KOSMETYKI	17,99	szt			=	19595	5901761909203	JOA.ARGAN ELIKSIR D/W£OSÓW 17ML	KOSMETYKI	17,99	
2839	3.012830000000084	12.06312999999761	 JOA.AB.SZAMP.£UP.300ML	5901018001698	KOSMETYKI	4,99	szt	cena 16.63z³/l		=	16138	5901018001698	JOA.AB.SZAMP.£UP.300ML	KOSMETYKI	4,99	
2840	3.012840000000084	12.06313999999761	 JOA.AB.SZAMP.SUCH.300ML	5901018001674	KOSMETYKI	4,99	szt	cena 16.63z³/l		=	25976	5901018001674	JOA.AB.SZAMP.SUCH.300ML	KOSMETYKI	4,99	
2841	3.012850000000084	12.06314999999761	 JOA.AB.SZAMP.300 NORMALIZ	5901018008505	KOSMETYKI	4,99	szt	cena 16.63z³/l		=	25596	5901018008505	JOA.AB.SZAMP.300 NORMALIZ	KOSMETYKI	4,99	
2842	3.0128600000000842	12.063159999997609	 JOA.AB.SZAMP.300 MIÓD	5901018008512	KOSMETYKI	4,99	szt	cena 16.63z³/l		=	21757	5901018008512	JOA.AB.SZAMP.300 MIÓD	KOSMETYKI	4,99	
2843	3.0128700000000843	12.063169999997609	 JOA.AB.SZAMP.300 JAJECZNY	5901018008543	KOSMETYKI	4,99	szt	cena 16.63z³/l		=	24464	5901018008543	JOA.AB.SZAMP.300 JAJECZNY	KOSMETYKI	4,99	
2844	3.0128800000000844	12.063179999997608	 JOA.AB.SERUM D/KOÑC.50ML	5901018008581	KOSMETYKI	5,99	szt			=	11104	5901018008581	JOA.AB.SERUM D/KOÑC.50ML	KOSMETYKI	5,99	
2845	3.0128900000000844	12.063189999997608	 JOA.AB.OD¯.WZM.200ML+100	5901018008598	KOSMETYKI	4,99	szt	cena 24.95z³/l		=	25981	5901018008598	JOA.AB.OD¯.WZM.200ML+100	KOSMETYKI	4,99	
2846	3.0129000000000845	12.063199999997607	 JOA.AB.OD¯.T£USTE 200ML	5901018008550	KOSMETYKI	4,99	szt			=	29270	5901018008550	JOA.AB.OD¯.T£USTE 200ML	KOSMETYKI	4,99	
2847	3.0129100000000846	12.063209999997607	 JOA.AB.OD¯.JAJE.200+100ML	5901018008611	KOSMETYKI	4,99	szt			=	29272	5901018008611	JOA.AB.OD¯.JAJE.200+100ML	KOSMETYKI	4,99	
2848	3.0129200000000846	12.063219999997607	 JOA.AB BAL.W£.SUCHE 300ML	5901018008567	KOSMETYKI	4,99	szt	cena 16.63z³/l		=	24773	5901018008567	JOA.AB BAL.W£.SUCHE 300ML	KOSMETYKI	4,99	
2849	3.0129300000000847	12.063229999997606	 JFENZI WOD.PERF.100ML SIBELLA WOME	5907690127398	KOSMETYKI	21,99	szt			=	20631	5907690127398	JFENZI WOD.PERF.100ML SIBELLA WOME	KOSMETYKI	21,99	
2850	3.0129400000000848	12.063239999997606	 JFENZI WOD.PERF.100ML SEA OF SUN	5903545002704	KOSMETYKI	21,99	szt			=	20805	5903545002704	JFENZI WOD.PERF.100ML SEA OF SUN	KOSMETYKI	21,99	
2851	3.012950000000085	12.063249999997605	 JFENZI WOD.PERF.100ML SAVOIR NUIT	5904730300728	KOSMETYKI	23,99	szt			=	28451	5904730300728	JFENZI WOD.PERF.100ML SAVOIR NUIT	KOSMETYKI	23,99	
2852	3.012960000000085	12.063259999997605	 JFENZI WOD.PERF.100ML SAVOIR BRILL	5904730300735	KOSMETYKI	23,99	szt			=	28882	5904730300735	JFENZI WOD.PERF.100ML SAVOIR BRILL	KOSMETYKI	23,99	
2853	3.012970000000085	12.063269999997605	 JFENZI WOD.PERF.100ML RETRUARD MY	5903111022419	KOSMETYKI	22,99	szt			=	14208	5903111022419	JFENZI WOD.PERF.100ML RETRUARD MY	KOSMETYKI	22,99	
2854	3.012980000000085	12.063279999997604	 JFENZI WOD.PERF.100ML PANDORA CRAZ	5903111022228	KOSMETYKI	22,99	szt			=	22839	5903111022228	JFENZI WOD.PERF.100ML PANDORA CRAZ	KOSMETYKI	22,99	
2855	3.012990000000085	12.063289999997604	 JFENZI WOD.PERF.100ML NEILA	5907690127688	KOSMETYKI	22,99	szt	cena 76.63z³/l		=	26633	5907690127688	JFENZI WOD.PERF.100ML NEILA	KOSMETYKI	22,99	
2856	3.013000000000085	12.063299999997604	 JFENZI WOD.PERF.100ML MISS JILL	5903545002582	KOSMETYKI	21,99	szt			=	16637	5903545002582	JFENZI WOD.PERF.100ML MISS JILL	KOSMETYKI	21,99	
2857	3.0130100000000852	12.063309999997603	 JFENZI WOD.PERF.100ML MILLENIUM WO	5907690127381	KOSMETYKI	21,99	szt			=	30247	5907690127381	JFENZI WOD.PERF.100ML MILLENIUM WO	KOSMETYKI	21,99	
2858	3.0130200000000853	12.063319999997603	 JFENZI WOD.PERF.100ML M.SPORT EDIT	5907690127794	KOSMETYKI	21,99	szt			=	17751	5907690127794	JFENZI WOD.PERF.100ML M.SPORT EDIT	KOSMETYKI	21,99	
2859	3.0130300000000854	12.063329999997602	 JFENZI WOD.PERF.100ML M.MOON WATER	5903111022105	KOSMETYKI	21,99	szt			=	14603	5903111022105	JFENZI WOD.PERF.100ML M.MOON WATER	KOSMETYKI	21,99	
2860	3.0130400000000854	12.063339999997602	 JFENZI WOD.PERF.100ML M.MILLENIUM	5907690127121	KOSMETYKI	21,5	szt			=	15141	5907690127121	JFENZI WOD.PERF.100ML M.MILLENIUM	KOSMETYKI	21,5	
2861	3.0130500000000855	12.063349999997602	 JFENZI WOD.PERF.100ML M.MARINE	5903111022426	KOSMETYKI	21,99	szt			=	30880	5903111022426	JFENZI WOD.PERF.100ML M.MARINE	KOSMETYKI	21,99	
2862	3.0130600000000856	12.063359999997601	 JFENZI WOD.PERF.100ML M.LE"CHEL DE	5904730300841	KOSMETYKI	21,99	szt			=	30885	5904730300841	JFENZI WOD.PERF.100ML M.LE"CHEL DE	KOSMETYKI	21,99	
2863	3.0130700000000856	12.063369999997601	 JFENZI WOD.PERF.100ML M.LE"CHEL AS	5904730300858	KOSMETYKI	21,99	szt			=	28466	5904730300858	JFENZI WOD.PERF.100ML M.LE"CHEL AS	KOSMETYKI	21,99	
2864	3.0130800000000857	12.0633799999976	 JFENZI WOD.PERF.100ML M.LASSTORE I	5903111022129	KOSMETYKI	22,99	szt			=	12059	5903111022129	JFENZI WOD.PERF.100ML M.LASSTORE I	KOSMETYKI	22,99	
2865	3.0130900000000858	12.0633899999976	 JFENZI WOD.PERF.100ML M.INFERNO	5907690127305	KOSMETYKI	21,99	szt			=	22865	5907690127305	JFENZI WOD.PERF.100ML M.INFERNO	KOSMETYKI	21,99	
2866	3.013100000000086	12.0633999999976	 JFENZI WOD.PERF.100ML M.INCOMING	5907690127886	KOSMETYKI	21,99	szt			=	24893	5907690127886	JFENZI WOD.PERF.100ML M.INCOMING	KOSMETYKI	21,99	
2867	3.013110000000086	12.0634099999976	 JFENZI WOD.PERF.100ML M.DESSO RED	5903111022020	KOSMETYKI	21,99	szt			=	27962	5903111022020	JFENZI WOD.PERF.100ML M.DESSO RED	KOSMETYKI	21,99	
2868	3.013120000000086	12.063419999997599	 JFENZI WOD.PERF.100ML M.DESSO GOLD	5904730300759	KOSMETYKI	22,99	szt			=	30882	5904730300759	JFENZI WOD.PERF.100ML M.DESSO GOLD	KOSMETYKI	22,99	
2869	3.013130000000086	12.063429999997599	 JFENZI WOD.PERF.100ML M.CITY TUME	5903111022181	KOSMETYKI	21,99	szt			=	30889	5903111022181	JFENZI WOD.PERF.100ML M.CITY TUME	KOSMETYKI	21,99	
2870	3.013140000000086	12.063439999997598	 JFENZI WOD.PERF.100ML M.BRONZE	5907690127602	KOSMETYKI	22,99	szt			=	15116	5907690127602	JFENZI WOD.PERF.100ML M.BRONZE	KOSMETYKI	22,99	
2871	3.013150000000086	12.063449999997598	 JFENZI WOD.PERF.100ML M.ARDAGIO IM	5903111022259	KOSMETYKI	21,99	szt	cena 31.41z³/l		=	30609	5903111022259	JFENZI WOD.PERF.100ML M.ARDAGIO IM	KOSMETYKI	21,99	
2872	3.013160000000086	12.063459999997598	 JFENZI WOD.PERF.100ML M.ARDAGIO AQ	5903111022273	KOSMETYKI	21,99	szt			=	30883	5903111022273	JFENZI WOD.PERF.100ML M.ARDAGIO AQ	KOSMETYKI	21,99	
2873	3.0131700000000863	12.063469999997597	 JFENZI WOD.PERF.100ML LOS ANGELES	5907690127374	KOSMETYKI	21,99	szt			=	28758	5907690127374	JFENZI WOD.PERF.100ML LOS ANGELES	KOSMETYKI	21,99	
2874	3.0131800000000863	12.063479999997597	 JFENZI WOD.PERF.100ML LE"CHEL CHER	5907690127916	KOSMETYKI	21,99	szt			=	30282	5907690127916	JFENZI WOD.PERF.100ML LE"CHEL CHER	KOSMETYKI	21,99	
2875	3.0131900000000864	12.063489999997596	 JFENZI WOD.PERF.100ML LASSTORE OVE	5903111022235	KOSMETYKI	22,99	szt			=	11405	5903111022235	JFENZI WOD.PERF.100ML LASSTORE OVE	KOSMETYKI	22,99	
2876	3.0132000000000865	12.063499999997596	 JFENZI WOD.PERF.100ML FEMME FATALE	5907690127831	KOSMETYKI	21,99	szt			=	19392	5907690127831	JFENZI WOD.PERF.100ML FEMME FATALE	KOSMETYKI	21,99	
2877	3.0132100000000865	12.063509999997596	 JFENZI WOD.PERF.100ML DESSO GLAMOU	5902539680089	KOSMETYKI	24,99	szt			=	30279	5902539680089	JFENZI WOD.PERF.100ML DESSO GLAMOU	KOSMETYKI	24,99	
2878	3.0132200000000866	12.063519999997595	 JFENZI WOD.PERF.100ML BELIEVE	5904730300926	KOSMETYKI	22,99	szt			=	30283	5904730300926	JFENZI WOD.PERF.100ML BELIEVE	KOSMETYKI	22,99	
2879	3.0132300000000867	12.063529999997595	 JFENZI WOD.PERF.100ML ARDAGIO IMPE	5903111022242	KOSMETYKI	21,99	szt			=	21344	5903111022242	JFENZI WOD.PERF.100ML ARDAGIO IMPE	KOSMETYKI	21,99	
2880	3.0132400000000867	12.063539999997595	 JFENZI WOD.PERF.100ML ARDAGIO EAU	5903111022075	KOSMETYKI	21,99	szt	cena 109.95z³/l		=	29942	5903111022075	JFENZI WOD.PERF.100ML ARDAGIO EAU	KOSMETYKI	21,99	
2881	3.013250000000087	12.063549999997594	 JFENZI WOD.P/GOL.100ML GOSSI MEN	5907690127992	KOSMETYKI	8,5	szt			=	24916	5907690127992	JFENZI WOD.P/GOL.100ML GOSSI MEN	KOSMETYKI	8,5	
2882	3.013260000000087	12.063559999997594	 JFENZI WOD.P/GOL.100ML DESSO GOLD	5902539680096	KOSMETYKI	8,5	szt			=	15229	5902539680096	JFENZI WOD.P/GOL.100ML DESSO GOLD	KOSMETYKI	8,5	
2883	3.013270000000087	12.063569999997593	 JFENZI WOD.P/GOL.100ML ARDAGIO AQU	5902539680102	KOSMETYKI	8,5	szt			=	14221	5902539680102	JFENZI WOD.P/GOL.100ML ARDAGIO AQU	KOSMETYKI	8,5	
2884	3.013280000000087	12.063579999997593	 JELP ¯EL 1L FRESH D/PR.	5720233358413	CHEMIA	16,99	szt	cena 16.99z³/l		=	28234	5720233358413	JELP ¯EL 1L FRESH D/PR.	CHEMIA	16,99	
2885	3.013290000000087	12.063589999997593	 JELP ¯EL 1L COLOR D/PR.	5720233358437	CHEMIA	16,99	szt	cena 16.99z³/l		=	30018	5720233358437	JELP ¯EL 1L COLOR D/PR.	CHEMIA	16,99	
2886	3.013300000000087	12.063599999997592	 JELP P£.D/P£.2L.MILD	5720233999982	CHEMIA	13,99	szt	cena 7.00z³/l		=	21761	5720233999982	JELP P£.D/P£.2L.MILD	CHEMIA	13,99	
2887	3.013310000000087	12.063609999997592	 JELP P£.D/P£.2L SENSITIVE	5720233999975	CHEMIA	13,99	szt	cena 7.00z³/l		=	16834	5720233999975	JELP P£.D/P£.2L SENSITIVE	CHEMIA	13,99	
2888	3.0133200000000873	12.063619999997591	 JELP P£.D/P£.1L SENSITIVE	5720233999951	CHEMIA	9,99	szt	cena 9.99z³/l		=	20274	5720233999951	JELP P£.D/P£.1L SENSITIVE	CHEMIA	9,99	
2889	3.0133300000000873	12.063629999997591	 JELP P£.D/P£.1L FRESH	5720233999968	CHEMIA	9,99	szt	cena 9.99z³/l		=	20273	5720233999968	JELP P£.D/P£.1L FRESH	CHEMIA	9,99	
2890	3.0133400000000874	12.06363999999759	 JELP PR.4KG COLOR + P£YN 500ML	5720233800011	CHEMIA	49,99	szt	cena 12.50z³/kg		=	10098	5720233800011	JELP PR.4KG COLOR + P£YN 500ML	CHEMIA	49,99	
2891	3.0133500000000875	12.06364999999759	 JELP ODPLAMIACZ 250ML	5720233367293	CHEMIA	15,99	szt	cena 63.96z³/l		=	22831	5720233367293	JELP ODPLAMIACZ 250ML	CHEMIA	15,99	
2892	3.0133600000000875	12.06365999999759	 JELP KAPSU£KI A11 BIA£E/KOLOR	5720233400167	CHEMIA	18,99	szt	cena 1.73z³/kapsu³ka		=	14530	5720233400167	JELP KAPSU£KI A11 BIA£E/KOLOR	CHEMIA	18,99	
2893	3.0133700000000876	12.06366999999759	 JEAN MARC WOD.100ML PRETTY LADY	827000099977	KOSMETYKI	9,99	szt			=	29470	827000099977	JEAN MARC WOD.100ML PRETTY LADY	KOSMETYKI	9,99	
2894	3.0133800000000877	12.06367999999759	 JEAN MARC EDT MEN VITTORIALE 100ML	5908241714098	KOSMETYKI	18,99	szt			=	28773	5908241714098	JEAN MARC EDT MEN VITTORIALE 100ML	KOSMETYKI	18,99	
2895	3.0133900000000877	12.063689999997589	 J&J ¯EL 400_GILCERYNA	3574661072548	KOSMETYKI	6,99	szt	cena 17.47z³/l		=	21557	3574661072548	J&J ¯EL 400_GILCERYNA	KOSMETYKI	6,99	
2896	3.013400000000088	12.063699999997588	 J&J ¯EL 400ML MIGDA£	3574660279993	KOSMETYKI	5,99	szt	cena 14.97z³/l		=	29479	3574660279993	J&J ¯EL 400ML MIGDA£	KOSMETYKI	5,99	
2897	3.013410000000088	12.063709999997588	 J&J ¯EL 400ML EX.KREM	3574660280210	KOSMETYKI	5,99	szt	cena 14.97z³/l		=	25540	3574660280210	J&J ¯EL 400ML EX.KREM	KOSMETYKI	5,99	
2898	3.013420000000088	12.063719999997588	 J&J ¯EL 400ML D-SS	3574660369472	KOSMETYKI	5,99	szt	cena 14.97z³/l		=	17540	3574660369472	J&J ¯EL 400ML D-SS	KOSMETYKI	5,99	
2899	3.013430000000088	12.063729999997587	 J&J ¯EL 400 BF Z.HERBATA	3574660509267	KOSMETYKI	5,99	szt	cena 14.97z³/l		=	15208	3574660509267	J&J ¯EL 400 BF Z.HERBATA	KOSMETYKI	5,99	
2900	3.013440000000088	12.063739999997587	 J&J ¯EL 400 BF BRZOSKWINIA	3574660509021	KOSMETYKI	5,99	szt	cena 14.97z³/l		=	21769	3574660509021	J&J ¯EL 400 BF BRZOSKWINIA	KOSMETYKI	5,99	
2901	3.013450000000088	12.063749999997587	 J&J ¯EL 1000ML	3574660262841	KOSMETYKI	11,99	szt	cena 11.99z³/l		=	20957	3574660262841	J&J ¯EL 1000ML	KOSMETYKI	11,99	
2902	3.013460000000088	12.063759999997586	 J&J SZAMP_500 GOLD DOZOWNIK	3574661093635	KOSMETYKI	11,99	szt	cena 23.98z³/l		=	18526	3574661093635	J&J SZAMP_500 GOLD DOZOWNIK	KOSMETYKI	11,99	
2903	3.0134700000000882	12.063769999997586	 J&J SZAMPON 500ML	3574660500868	KOSMETYKI	9,99	szt			=	15882	3574660500868	J&J SZAMPON 500ML	KOSMETYKI	9,99	
2904	3.0134800000000883	12.063779999997585	 J&J SZAMP.200ML £AG.	5201089011955	KOSMETYKI	6,99	szt	cena 34.95z³/l		=	20454	5201089011955	J&J SZAMP.200ML £AG.	KOSMETYKI	6,99	
2905	3.0134900000000884	12.063789999997585	 J&J SZAMP.200ML RUMINAK.	3574660048377	KOSMETYKI	6,99	szt	cena 34.95z³/l		=	20753	3574660048377	J&J SZAMP.200ML RUMINAK.	KOSMETYKI	6,99	
2906	3.0135000000000884	12.063799999997585	 J&J SZAMP.200ML ROZCZ	3574660500714	KOSMETYKI	6,99	szt	cena 34.95z³/l		=	16219	3574660500714	J&J SZAMP.200ML ROZCZ	KOSMETYKI	6,99	
2907	3.0135100000000885	12.063809999997584	 J&J SZAMP.200ML LAWENDA	3574660230321	KOSMETYKI	6,99	szt			=	26305	3574660230321	J&J SZAMP.200ML LAWENDA	KOSMETYKI	6,99	
2908	3.0135200000000886	12.063819999997584	 J&J RAD.¯EL PR.400ML	3574660546477	KOSMETYKI	6,99	szt	cena 17.47z³/l		=	24468	3574660546477	J&J RAD.¯EL PR.400ML	KOSMETYKI	6,99	
2909	3.0135300000000886	12.063829999997584	 J&J RAD.BAL.400ML	3574660546521	KOSMETYKI	18,98	szt			=	27167	3574660546521	J&J RAD.BAL.400ML	KOSMETYKI	18,98	
2910	3.0135400000000887	12.063839999997583	 J&J P£.K¥P.750 MIÓD	3574660281170	KOSMETYKI	9,99	szt	cena 13.32z³/l		=	22826	3574660281170	J&J P£.K¥P.750 MIÓD	KOSMETYKI	9,99	
2911	3.0135500000000888	12.063849999997583	 J&J P£.K¥P.750 MIGD.	3574660281149	KOSMETYKI	9,99	szt	cena 13.32z³/l		=	19186	3574660281149	J&J P£.K¥P.750 MIGD.	KOSMETYKI	9,99	
2912	3.013560000000089	12.063859999997582	 J&J P£.K¥P.750 DR-SKIN	3574660369441	KOSMETYKI	9,99	szt	cena 13.32z³/l		=	31199	3574660369441	J&J P£.K¥P.750 DR-SKIN	KOSMETYKI	9,99	
2913	3.013570000000089	12.063869999997582	 J&J P£.K¥P.750 D-SKIN	3574660369403	KOSMETYKI	9,99	szt	cena 13.32z³/l		=	20642	3574660369403	J&J P£.K¥P.750 D-SKIN	KOSMETYKI	9,99	
2914	3.013580000000089	12.063879999997582	 J&J KREM D/R¥K 100ML	3574660310689	KOSMETYKI	4,99	szt	cena 4.99z³/100ml		=	26718	3574660310689	J&J KREM D/R¥K 100ML	KOSMETYKI	4,99	
2915	3.013590000000089	12.063889999997581	 J&J CHUST.DEM.25 SUCHA	3574660583366	HIGIENA	9,99	op			=	17864	3574660583366	J&J CHUST.DEM.25 SUCHA	HIGIENA	9,99	
2916	3.013600000000089	12.063899999997581	 J&J CHUST.DEM.25 NORMALNA	3574660583342	HIGIENA	9,99	op			=	27692	3574660583342	J&J CHUST.DEM.25 NORMALNA	HIGIENA	9,99	
2917	3.013610000000089	12.06390999999758	 J&J CHUST.DEM.25 MIESZANA	3574660583380	HIGIENA	9,99	op			=	27705	3574660583380	J&J CHUST.DEM.25 MIESZANA	HIGIENA	9,99	
2918	3.0136200000000892	12.06391999999758	 J&J CHUST.BABY 56SZT OCZYSZCZAJ¥CE	5018	HIGIENA	4,49	op	cena 0.08z³/szt		=	11286	5018	J&J CHUST.BABY 56SZT OCZYSZCZAJ¥CE	HIGIENA	4,49	
2919	3.0136300000000893	12.06392999999758	 J&J CHUST.B.NOR.64SZT	3574660306675	HIGIENA	4,99	op	cena 0.08z³/szt		=	30971	3574660306675	J&J CHUST.B.NOR.64SZT	HIGIENA	4,99	
2920	3.0136400000000894	12.06393999999758	 J&J CHUST.3W1 SNM A25 D/TWARZ	3574660047950	HIGIENA	12,99	op			=	25975	3574660047950	J&J CHUST.3W1 SNM A25 D/TWARZ	HIGIENA	12,99	
2921	3.0136500000000894	12.063949999997579	 J&J CHUST.3W1 CSW A25 D/TW	3574660263220	KOSMETYKI	12,99	op			=	22699	3574660263220	J&J CHUST.3W1 CSW A25 D/TW	KOSMETYKI	12,99	
2922	3.0136600000000895	12.063959999997579	 J&J BAL.DRESKIN 400ML	3574660369250	KOSMETYKI	9,99	szt			=	19815	3574660369250	J&J BAL.DRESKIN 400ML	KOSMETYKI	9,99	
2923	3.0136700000000896	12.063969999997578	 J&J BAL.400 MIÓD	3574660090284	KOSMETYKI	9,99	szt			=	16291	3574660090284	J&J BAL.400 MIÓD	KOSMETYKI	9,99	
2924	3.0136800000000896	12.063979999997578	 J&J BAL.400 MIGDA£	3574660229820	KOSMETYKI	9,99	szt	cena 24.97z³/l		=	10471	3574660229820	J&J BAL.400 MIGDA£	KOSMETYKI	9,99	
2925	3.0136900000000897	12.063989999997577	 J&J BABY ¯EL D/MYCIA CIA£A 400ML	3574660247329	KOSMETYKI	9,99	szt	cena 24.97z³/l		=	20360	3574660247329	J&J BABY ¯EL D/MYCIA CIA£A 400ML	KOSMETYKI	9,99	
2926	3.0137000000000898	12.063999999997577	 J&J BABY WK£.LAK.A50	7613500107105	HIGIENA	19,99	op			=	30349	7613500107105	J&J BABY WK£.LAK.A50	HIGIENA	19,99	
2927	3.01371000000009	12.064009999997577	 J&J BABY P£.£.300ML	3574660030334	KOSMETYKI	12,99	szt	cena 43.30z³/l		=	23332	3574660030334	J&J BABY P£.£.300ML	KOSMETYKI	12,99	
2928	3.01372000000009	12.064019999997576	 J&J BABY P£.TOP-TO-TOE 500ML 3W1	3574660108293	KOSMETYKI	12,99	szt	cena 25.98z³/l		=	21493	3574660108293	J&J BABY P£.TOP-TO-TOE 500ML 3W1	KOSMETYKI	12,99	
2929	3.01373000000009	12.064029999997576	 J&J BABY P£.K¥P.500ML Z OL.	5000207008439	KOSMETYKI	12,99	szt	cena 25.98z³/l		=	21495	5000207008439	J&J BABY P£.K¥P.500ML Z OL.	KOSMETYKI	12,99	
2930	3.01374000000009	12.064039999997576	 J&J BABY P£.BEDTIME 500ML	3574660599640	KOSMETYKI	11,99	szt	cena 23.98z³/l		=	28861	3574660599640	J&J BABY P£.BEDTIME 500ML	KOSMETYKI	11,99	
2931	3.01375000000009	12.064049999997575	 J&J BABY P£.BEDT.500ML	3574660262032	KOSMETYKI	12,99	szt			=	27303	3574660262032	J&J BABY P£.BEDT.500ML	KOSMETYKI	12,99	
2932	3.01376000000009	12.064059999997575	 J&J BABY PUDER 200ML	3574660026818	KOSMETYKI	11,99	szt			=	13208	3574660026818	J&J BABY PUDER 200ML	KOSMETYKI	11,99	
2933	3.01377000000009	12.064069999997574	 J&J BABY OLIWKA 200ML £AGODNA	3574660291162	KOSMETYKI	9,99	szt	cena 49.95z³/l		=	20616	3574660291162	J&J BABY OLIWKA 200ML £AGODNA	KOSMETYKI	9,99	
2934	3.0137800000000903	12.064079999997574	 J&J BABY OL.¯EL 200ML	3574660095678	KOSMETYKI	9,99	szt	cena 49.95z³/l		=	20428	3574660095678	J&J BABY OL.¯EL 200ML	KOSMETYKI	9,99	
2935	3.0137900000000903	12.064089999997574	 J&J BABY OL.N/DOBRANOC 200ML	3574660250619	KOSMETYKI	9,99	szt	cena 49.95z³/l		=	16574	3574660250619	J&J BABY OL.N/DOBRANOC 200ML	KOSMETYKI	9,99	
2936	3.0138000000000904	12.064099999997573	 J&J BABY OL.L.200ML+100	3574660603200	KOSMETYKI	9,99	szt	cena 33.30z³/l		=	20277	3574660603200	J&J BABY OL.L.200ML+100	KOSMETYKI	9,99	
2937	3.0138100000000905	12.064109999997573	 J&J BABY OL.A.200ML+100	8410207115889	KOSMETYKI	9,99	szt	cena 33.30z³/l		=	21087	8410207115889	J&J BABY OL.A.200ML+100	KOSMETYKI	9,99	
2938	3.0138200000000905	12.064119999997573	 J&J BABY OL.200+100ML	3574660068276	KOSMETYKI	9,99	szt	cena 33.30z³/l		=	28816	3574660068276	J&J BABY OL.200+100ML	KOSMETYKI	9,99	
2939	3.0138300000000906	12.064129999997572	 J&J BABY ML.300ML N/DOBRANOC	3574660117127	KOSMETYKI	11,99	szt	cena 39.97z³/l		=	15509	3574660117127	J&J BABY ML.300ML N/DOBRANOC	KOSMETYKI	11,99	
2940	3.0138400000000907	12.064139999997572	 IZO PROSZEK CZYSZCZ¥CY 500G	5900931000665	CHEMIA	3,49	szt	cena 6.98z³/kg		=	14360	5900931000665	IZO PROSZEK CZYSZCZ¥CY 500G	CHEMIA	3,49	
2941	3.0138500000000907	12.064149999997571	 INGRIG IDEAL OD¯YWKA 7ML	INGRID_IDEAL_7ML	KOSMETYKI	8,99	szt			=	16713	INGRID_IDEAL_7ML	INGRIG IDEAL OD¯YWKA 7ML	KOSMETYKI	8,99	
2942	3.013860000000091	12.064159999997571	 INGRID ZEST.D/STYLIZACJI BRWI 5G	5902026631358	KOSMETYKI	10,99	szt			=	22617	5902026631358	INGRID ZEST.D/STYLIZACJI BRWI 5G	KOSMETYKI	10,99	
2943	3.013870000000091	12.06416999999757	 INGRID PUDER RÓ¯OWY 10G	5902026631341	KOSMETYKI	14,99	szt			=	13800	5902026631341	INGRID PUDER RÓ¯OWY 10G	KOSMETYKI	14,99	
2944	3.013880000000091	12.06417999999757	 INGRID MASCARA LASH ARTISTE 12ML	INGRIDTUSZ_LASHART	KOSMETYKI	12,99	szt			=	30900	INGRIDTUSZ_LASHART	INGRID MASCARA LASH ARTISTE 12ML	KOSMETYKI	12,99	
2945	3.013890000000091	12.06418999999757	 INGRID LAKIER MINI 5ML	INGRID_LAK_MINI	KOSMETYKI	3,7	szt			=	28630	INGRID_LAK_MINI	INGRID LAKIER MINI 5ML	KOSMETYKI	3,7	
2946	3.013900000000091	12.06419999999757	 INGRID B£YSZCZYK MISS BUTTERFLY	INGRID_B£.MISS	KOSMETYKI	3,99	szt			=	24412	INGRID_B£.MISS	INGRID B£YSZCZYK MISS BUTTERFLY	KOSMETYKI	3,99	
2947	3.013910000000091	12.06420999999757	 IE ¯EL POD PRYSZNIC 750ML	IE750ML	KOSMETYKI	9,99	szt	cena 13.32z³/l		=	20834	IE750ML	IE ¯EL POD PRYSZNIC 750ML	KOSMETYKI	9,99	
2948	3.013920000000091	12.064219999997569	 IE AVENA ML.500ML NAWIL¯AJ¥CE	8411047146057	KOSMETYKI	15,99	szt			=	19834	8411047146057	IE AVENA ML.500ML NAWIL¯AJ¥CE	KOSMETYKI	15,99	
2949	3.0139300000000913	12.064229999997568	 IE AVENA KREM 200G REGENERUJ¥CY	8411047142073	KOSMETYKI	9,99	szt			=	22167	8411047142073	IE AVENA KREM 200G REGENERUJ¥CY	KOSMETYKI	9,99	
2950	3.0139400000000913	12.064239999997568	 HUGGIES SWIM.S/12SZT 3-4	036000183399	HIGIENA	21,99	op	cena 1.83z³/szt		=	20320	36000183399	HUGGIES SWIM.S/12SZT 3-4	HIGIENA	21,99	
2951	3.0139500000000914	12.064249999997568	 HUGGIES SWIM.M/11SZT 5	036000183429	HIGIENA	21,99	op	cena 2.00z³/szt		=	16508	36000183429	HUGGIES SWIM.M/11SZT 5	HIGIENA	21,99	
2952	3.0139600000000915	12.064259999997567	 HUGGIES SWIM.L/G/10SZT 6	036000183450	HIGIENA	21,99	op	cena 2.20z³/szt		=	27638	36000183450	HUGGIES SWIM.L/G/10SZT 6	HIGIENA	21,99	
2953	3.0139700000000915	12.064269999997567	 HUGGIES PIEL.SD6/36 JUNIOR+	5029053536491	HIGIENA	29,99	op	cena 0.83z³/szt		=	24418	5029053536491	HUGGIES PIEL.SD6/36 JUNIOR+	HIGIENA	29,99	
